#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	metaphlan_SRR13022250	metaphlan_SRR13022251	metaphlan_SRR13022252	metaphlan_SRR13022253	metaphlan_SRR13022254	metaphlan_SRR13022255	metaphlan_SRR13022256	metaphlan_SRR13022257	metaphlan_SRR13022258	metaphlan_SRR13022259	metaphlan_SRR13022260	metaphlan_SRR13022261	metaphlan_SRR13022262	metaphlan_SRR13022263	metaphlan_SRR13022264	metaphlan_SRR13022265	metaphlan_SRR13022266	metaphlan_SRR13022267	metaphlan_SRR13022268	metaphlan_SRR13022269	metaphlan_SRR13022270	metaphlan_SRR13022271	metaphlan_SRR13022272	metaphlan_SRR13022273	metaphlan_SRR13022274	metaphlan_SRR13022275	metaphlan_SRR13022276	metaphlan_SRR13022277	metaphlan_SRR13022278	metaphlan_SRR13022279	metaphlan_SRR13022280	metaphlan_SRR13022281	metaphlan_SRR13022282	metaphlan_SRR13022283	metaphlan_SRR13022284	metaphlan_SRR13022285	metaphlan_SRR13022286	metaphlan_SRR13022287	metaphlan_SRR13022288	metaphlan_SRR13022289	metaphlan_SRR13022290	metaphlan_SRR13022291	metaphlan_SRR13022292	metaphlan_SRR13022293	metaphlan_SRR13022294	metaphlan_SRR13022295	metaphlan_SRR13022296	metaphlan_SRR13022297	metaphlan_SRR13022298	metaphlan_SRR13022299	metaphlan_SRR13022300	metaphlan_SRR13022301	metaphlan_SRR13022302	metaphlan_SRR13022303	metaphlan_SRR13022304	metaphlan_SRR13022305	metaphlan_SRR13022306	metaphlan_SRR13022307	metaphlan_SRR13022308	metaphlan_SRR13022309	metaphlan_SRR13022310	metaphlan_SRR13022311	metaphlan_SRR13022312	metaphlan_SRR13022313	metaphlan_SRR13022314	metaphlan_SRR13022315	metaphlan_SRR13022316	metaphlan_SRR13022317	metaphlan_SRR13022318	metaphlan_SRR13022319	metaphlan_SRR13022320	metaphlan_SRR13022321	metaphlan_SRR13022322	metaphlan_SRR13022323	metaphlan_SRR13022324	metaphlan_SRR13022325	metaphlan_SRR13022326	metaphlan_SRR13022327	metaphlan_SRR13022328	metaphlan_SRR13022329	metaphlan_SRR13022330	metaphlan_SRR13022331	metaphlan_SRR13022332	metaphlan_SRR13022333	metaphlan_SRR13022334	metaphlan_SRR13022335	metaphlan_SRR13022336	metaphlan_SRR13022337	metaphlan_SRR13022338	metaphlan_SRR13022339	metaphlan_SRR13022340	metaphlan_SRR13022341	metaphlan_SRR13022342	metaphlan_SRR13022343	metaphlan_SRR13022344	metaphlan_SRR13022345	metaphlan_SRR13022346	metaphlan_SRR13022347	metaphlan_SRR13022348	metaphlan_SRR13022349	metaphlan_SRR13022350	metaphlan_SRR13022351	metaphlan_SRR13022352	metaphlan_SRR13022353	metaphlan_SRR13022354	metaphlan_SRR13022355	metaphlan_SRR13022356	metaphlan_SRR13022357	metaphlan_SRR13022358	metaphlan_SRR13022359	metaphlan_SRR13022360	metaphlan_SRR13022361	metaphlan_SRR13022362	metaphlan_SRR13022363	metaphlan_SRR13022364	metaphlan_SRR13022365	metaphlan_SRR13022366	metaphlan_SRR13022367	metaphlan_SRR13022368	metaphlan_SRR13022369	metaphlan_SRR13022370	metaphlan_SRR13022371	metaphlan_SRR13022372	metaphlan_SRR13022373	metaphlan_SRR13022374	metaphlan_SRR13022375	metaphlan_SRR13022376	metaphlan_SRR13022377	metaphlan_SRR13022378	metaphlan_SRR13022379	metaphlan_SRR13022380	metaphlan_SRR13022381	metaphlan_SRR13022382	metaphlan_SRR13022383	metaphlan_SRR13022384	metaphlan_SRR13022385	metaphlan_SRR13022386	metaphlan_SRR13022387	metaphlan_SRR13022389	metaphlan_SRR13022390	metaphlan_SRR13022391	metaphlan_SRR13022392	metaphlan_SRR13022393	metaphlan_SRR13022394	metaphlan_SRR13022395	metaphlan_SRR13022396	metaphlan_SRR13022397	metaphlan_SRR13022398	metaphlan_SRR13022399	metaphlan_SRR13022400	metaphlan_SRR13022401	metaphlan_SRR13022402	metaphlan_SRR13022403	metaphlan_SRR13022404	metaphlan_SRR13022405	metaphlan_SRR13022406	metaphlan_SRR13022407	metaphlan_SRR13022408	metaphlan_SRR13022409	metaphlan_SRR13022410	metaphlan_SRR13022411	metaphlan_SRR13022412	metaphlan_SRR13022413	metaphlan_SRR13022414	metaphlan_SRR13022415	metaphlan_SRR13022416	metaphlan_SRR13022417	metaphlan_SRR13022419	metaphlan_SRR13022420	metaphlan_SRR13022421	metaphlan_SRR13022422	metaphlan_SRR13022423	metaphlan_SRR13022424	metaphlan_SRR13022425	metaphlan_SRR13022426	metaphlan_SRR13022427	metaphlan_SRR13022428	metaphlan_SRR13022429	metaphlan_SRR13022430	metaphlan_SRR13022431	metaphlan_SRR13022432	metaphlan_SRR13022433	metaphlan_SRR13022434	metaphlan_SRR13022435	metaphlan_SRR13022436	metaphlan_SRR13022437	metaphlan_SRR13022438	metaphlan_SRR13022439	metaphlan_SRR13022440	metaphlan_SRR13022441	metaphlan_SRR13022442	metaphlan_SRR13022443	metaphlan_SRR13022444	metaphlan_SRR13022445	metaphlan_SRR13022446	metaphlan_SRR13022447	metaphlan_SRR13022448	metaphlan_SRR13022449	metaphlan_SRR13022450	metaphlan_SRR13022451	metaphlan_SRR13022452	metaphlan_SRR13022453	metaphlan_SRR13022454	metaphlan_SRR13022455	metaphlan_SRR13022456	metaphlan_SRR13022457	metaphlan_SRR13022458	metaphlan_SRR13022459	metaphlan_SRR13022460	metaphlan_SRR13022461	metaphlan_SRR13022462	metaphlan_SRR13022463	metaphlan_SRR13022464	metaphlan_SRR13022465
k__Bacteria|p__Firmicutes|c__CFGB9581	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36794	0.75877	0.97196	5.25241	0.31522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7169	0.0	0.0	0.0	0.0	0.00083	0.00325	0.0	0.0	0.0	0.0	2.17273	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36794	0.75877	0.97196	5.25241	0.31522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7169	0.0	0.0	0.0	0.0	0.00083	0.00325	0.0	0.0	0.0	0.0	2.17273	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36794	0.75877	0.97196	5.25241	0.31522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7169	0.0	0.0	0.0	0.0	0.00083	0.00325	0.0	0.0	0.0	0.0	2.17273	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36794	0.75877	0.97196	5.25241	0.31522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7169	0.0	0.0	0.0	0.0	0.00083	0.00325	0.0	0.0	0.0	0.0	2.17273	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum	0.0	0.0	0.0	0.0	0.0	0.00439	0.02317	0.00774	0.00106	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.00902	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79634	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0037	0.0	0.01407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15218	0.39609	0.17094	0.0	0.0	0.0	0.0	0.0	0.0	0.02687	0.0	0.0	0.07802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01748	0.16509	0.79918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43877	0.0	0.0	0.0	0.05944	0.0	0.0	0.0	0.0	0.14573	0.00575	0.00318	0.07066	0.0	0.0	0.0	0.04429	0.0	0.0	0.0	0.0	0.0	0.0	0.01605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581|s__GGB9581_SGB79823	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum|s__Candidatus_Avispirillum_faecium	0.0	0.0	0.0	0.0	0.0	0.00439	0.02317	0.00774	0.00106	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.00902	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79634|s__GGB79634_SGB101324	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0037	0.0	0.01407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581|s__GGB9581_SGB79823|t__SGB79823	0.0	0.0	0.0	0.0	0.0	0.02184	0.03944	0.056	0.02268	0.06352	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.0	0.02922	0.0	0.0	0.00819	0.01318	0.02144	0.08408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum|s__Candidatus_Avispirillum_faecium|t__SGB14194	0.0	0.0	0.0	0.0	0.0	0.00439	0.02317	0.00774	0.00106	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00229	0.0	0.00902	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
